title,author,description,url,article_text,date_published,date_modified,source,classification,label
Radhakishan Damani to be at the helm of Rakesh Jhunjhunwala Trust,Santosh Nair,"Legendary trader turned entrepreneur, Jhunjhunwala often hailed RK Damani as his ‘guru’",https://www.moneycontrol.com/news/business/markets/radhakishan-damani-to-be-at-the-helm-of-rakesh-jhunjhunwala-trust-9068351.html,"Trusted friend, guru and ace investor-entrepreneur Radhakishan Damani is understood to be the main trustee of ace investor Rakesh Jhunjhunwala’s estate. The other trustees include Kalpraj Dharamshi and Amal Parikh, both confidantes of Jhunjhunwala. Jhunjhunwala’s firm Rare Enterprises will continue to be managed by his two trusted lieutenants Utpal Seth and Amit Goela. Utpal Sheth was helping Jhunjhunwala on the investment side and has been mainly focussing on private equity investments over the past few years. Amit Goela was his right hand man on the trading side and was also managing a trading book for the firm independently. Rakesh Jhunjhunwala who died on August 14 has left his assets, including investments in listed and unlisted firms, mainly to his wife and three children. Berjis Desai, also the former managing partner of J Sagar Associates, is understood to have put together the will. Sources close to the Rakesh Jhunjhunwala said the investor had planned everything meticulously as he had been ailing for the past eight months. “His wife Rekha Jhunjhunwala also hails from a business family and understands finance. She and his brother will also take a larger role in the firm’s management,” said sources familiar with the goings-on. Jhunjhunwala had been winding up his speculative positions for the past few months and the trading book is next to negligible. Jhunjhunwala’s estate was estimated at $5.8 billion, according to pegging him as the 48th richest person in India. The value of his listed holdings amounts to nearly Rs 30,000 crore at current prices. According to sources, the trustee, , will have the final say in the main publicly listed investments of Jhunjhunwala. Jhunjhunwala’s biggest stakes include his storied investment in Titan (10,946 crore), Star Health (Rs 7,056 crore), Metro Brands (Rs 3,166 crore), Tata Motors (Rs 1,707 crore) and Crisil (Rs 1,308 crore). Besides, Jhunjhunwala has also clearly outlined his capital commitment towards Akasa Airline, the aviation company he founded along with Vinay Dube and Aditya Ghosh putting to rest any trepidation on the future of the airline, sources said. A legendary stock market trader turned entrepreneur, Radhakishan Damani got into the big league with his retail company Avenue Supermart which runs the D Mart chain of stores. His networth including his holdings in Avenue totalled to more than Rs 1,80,000 crore in June 2022. Jhunjhunwala is among the most sensational success stories in India’s equity markets, growing his meagre Rs 5,000 in 1986 to over $5 billion in 2022, a compounded annual growth of 55 percent over 36 years.",2022-08-22T14:32:52+05:30,2023-08-11T16:14:28+05:30,,"Non-Market-Moving  
Reason: The article does not provide any specific information or context that would indicate a significant impact on investor expectations or trading activity.",Non-Market-Moving
Trader’s Edge | Two brothers make a killing in the market with a simple options strategy,Shubham Raj,The simple strategy can earn you money but you also need to be wary of risks. It is better to keep your position hedged.,https://www.moneycontrol.com/news/business/markets/option-selling-strategy-stock-market-9864021.html,"For many traders, the market is like a temple. Similar to how each devotee has different reasons to come to a temple, each trader has a different driving force that brings him to the market. For Hasmukh Gada (@iamhasu) and Paresh Gada (@pareshgada) – Mumbai-based brother duo – it was boredom handling their family business. About four years ago, these two businessmen didn't even knew the basics of stock trading but after learning the ropes they are now generating good supplementary income for themselves. However, they deny that becoming experts and believe that their learning phase is still ongoing. Gada brothers prefer option selling using various strategies with a target to generate at least 2 percent profit each month. They said they have generated 36 percent returns from their trade in the first nine months of FY23. Despite starting their trading journey in 2019, Gada brothers are not new to the stock market. Before venturing into trading they have been long-term investors in the market – which they still continue to be – and have seen a few market cycles. Gada brothers – both college dropouts and hailing from a Gujarati family – chose to handle their family retailing business at a young age. Once they established themselves in the business, they also started regularly investing whatever income they could save in the stock market from 2005 onwards – largely in quality companies. Soon came the 2008 crash, which cut down their portfolio value by half but also taught them a lot. They employed those learnings over a decade later during the March 2020 crash to accumulate quality stocks at a discount. By then they had already started trading. Thus they also used their stock holdings to get margins for trading by pledging them. Gadas does not have any particular strategy that they are fans of but short Strangle is one they find themselves using more often. This non-directional strategy involves selling call and put options simultaneously, usually out of the money (OTM) strikes. Strangle is known as one of the simplest strategies that one can deploy in the market. Hasmukh says that despite being relatively inexperienced traders, they have seen major drawdowns in their trading just once when Russia attacked Ukraine in February last year and they had taken a naked position and suffered a loss. Since then, they usually put a hedge. Hasmukh, explaining their strategy, said that it involved selling OTM call and puts – usually equidistant from the at the money (ATM) strike – and carrying that position until it yields minimum 2 percent return. Below are a few basic steps that they use to set up their trades. Before that, a disclaimer that Gada brothers are not Sebi registered financial advisors, hence, this trade should not be construed as financial advice. Load up near-month expiry option chain at the start of the series. Take a look at India VIX index – an indicator that measures market volatility. Higher the VIX, more are the chances that the range of Nifty’s movement will be larger. If India VIX is high, say above 15-16, move 500 points each side and sell equal lots of call and puts. For example, if the Nifty is close to 18,000, then sell 18,500 call and 17,500 put. On the other hand, if VIX is low, say around 12-13, you can move closer to the ATM to collect more premium. For example, you can sell 18,350 call and 17,650 put. If any one leg – whether put or call – shows loss, then rather than booking losses try to adjust losses by selling weekly options. Alternatively, sometimes it is also better to adjust monthly options. Once you have generated 2 percent profit, put a stop loss and keep trailing it. Don’t let that 2 percent profit go at any cost. If you have taken a big position, make sure you hedge your position. For that you can buy call or put options very deep in the money. This will cushion your losses if your trades go bad. Having singed their hands just last year, Gada brothers have become more cognisant of risks in trading. Now they try not to take a large naked position and put a hedge. Hasmukh also said they keep maximum loss from a trade to 2 percent of their capital. If the overall loss of their position reaches this mark, they always square off rather than adjust further. They also advise budding traders to not borrow money from friends or family to trade in the market even if you have tasted success. “Always trade with your own money,” Hasmukh said. They also advised not to use more than a quarter of the entire capital you have for trading. Keep 75 percent for other purposes or invest in good quality companies or mutual funds.",2023-01-14T12:34:38+05:30,2023-07-11T16:17:14+05:30,,"Market-Moving  
Reason: The exploration of options to sell a majority stake in Access Healthcare represents a significant potential transaction that could materially impact investor expectations and market dynamics in the healthcare sector.",Market-Moving
"AFL Consolidated March 2023 Net Sales at Rs 1,140.01 crore, up 24.36% Y-o-Y",,,https://www.moneycontrol.com/news/business/earnings/afl-consolidated-march-2023-net-sales-at-rs-1140-01-crore-up-24-36-y-o-y-10893911.html,,2023-06-03T10:08:25+05:30,2023-07-03T10:24:44+05:30,,"Non-Market-Moving  
Reason: The reported net profit increase is in line with expectations and does not provide new, unexpected information that would materially change investor sentiment.",Non-Market-Moving
This smallcap tech stock has given jaw-dropping returns in 3 years. Here’s why,Krishna Dange,"The small cap IT company, which has a diverse customer base ranging from BFSI, manufacturing, hospitality to publishing, has operations across India, the US and Europe",https://www.moneycontrol.com/news/business/markets/this-smallcap-tech-stock-has-given-jaw-dropping-returns-in-3-years-heres-why-10793761.html,"This smallcap technology company has investors in awe. Datamatics Global Services Ltd has shot up 100 percent in the past three months. Investors have got a return of more than 1,100 percent from the stock in the past three years, and over the decade, it has sprinted from Rs 26.50 to Rs 590, as of June 14, 2023. The upmove in Datamatics comes when Nifty IT has lost about a percent in three months. The larger sentiment in the IT sector is that domestic IT companies are vulnerable to global headwinds. Datamatics, however, has defied the broader sectoral trend. , with a market capitalisation of nearly Rs 3,500 crore, is a Mumbai-based technology solutions and services company with a customer base consisting of banking, financial services, and insurance (BFSI), manufacturing, hospitality, publishing, and international organisations, among others. The company is engaged in three key segments―digital operations, digital experience, and digital technology. It has operations across India, the USA, the UK, and Europe. Datamatics has a first-mover advantage in the robotic process automation (RPA) segment and a strong focus on developing an automatic fare collection (AFC) system for several mega rapid transit projects such as the Mumbai Metro in India and Memphis Area Transit in the US, highlighted HDFC Securities in a research report. Besides, acquisitions by the company over time have helped add to its basket of services. Datamatics has acquired two companies in the past five years.  The company’s digital operations segment, which contributed 43 percent in FY23, is seen as reporting high volumes of new work in the next five years, including industry-vertical-oriented operations and enterprise back office operations, pointed out HDFC Securities. Although Datamatics has several ongoing major projects in India in its kitty, 54 percent of its revenue came from the US, according to the company’s latest investor presentation. The overall demand environment looks positive, while the deal pipeline for the next year remains strong. Also, the company is likely to add clients going forward, some analysts said. HDFC Securities explained, ""Datamatic’s strong order inflow, stable financial profile led by steady revenue growth, strong liquidity profile, healthy internal accrual generation, comfortable capital structure, and extensive experience of promoters in the IT and ITeS (Information Technology-enabled Services) industry give us comfort."" ICRA, too, underlined the strong order book as one of the strengths of Datamatics. ""The company’s order pipeline remains strong with TCV2 of deal wins worth $126 million in FY2022 and $48.3 million in H1 FY2023, which provides revenue visibility over the medium term,"" the credit rating agency said in a note dated January 5, 2023. Kkunal Parar, Vice President of Research, at Choice Broking, said that the stock has already shown good movement from Rs 289 to Rs 585. ""If the stock price touches Rs 590 and sustains its position for a week, you may see a further rise in the band of Rs 686-805,"" Parar added. Meanwhile, HDFC Securities has set a bull case target of Rs 641 over the next two-to-three quarters. It expects the company to report 16.5 percent and 15 percent revenue growth in FY24 and FY25, respectively.",2023-06-14T09:59:17+05:30,2023-07-08T14:56:43+05:30,,"Non-Market-Moving  
Reason: The article discusses investor sentiment ahead of a scheduled share listing, which is routine information and does not provide new, unexpected data that would materially change market expectations.",Non-Market-Moving
SAT Industries zooms 8% as Vikas Khemani's fund buys stake in subsidiary,Moneycontrol News,SAT Industries sold a 3.55 percent stake in Aeroflex Industries to Carnelian Structural Fund managed by Khemani and others for Rs 35.58 crore,https://www.moneycontrol.com/news/business/markets/sat-industries-zooms-8-as-vikas-khemanis-fund-buys-stake-in-subsidiary-10794091.html,"Shares of SAT Industries jumped 8 percent in the morning trade on June 14 after the company said Vikas Khemani’s fund bought a stake in the investment company’s material subsidiary. At 9.54 am, SAT Industries was quoting at Rs 74.50, up 2.9 percent. The stock was trading with volumes of 29,112 shares against its five-day average of 24,267 shares, an increase of 20 percent. sold 40,63,337 equity shares, representing a 3.55 percent stake, held in its material subsidiary Aeroflex Industries to Carnelian Structural Fund managed by Vikas Khemani, Jagdish Master, Rosy Blue India Private, VPK Global Ventures Fund, Samedh Trinity Partners, Shyam Agarwal, Mitul Prafulbhai Mehta and Rajnik Savaliya for Rs 35.58 crore, the company said in an exchange filing. In March 2023 quarter, the company's consolidated net sales were down a percent on year on year (YoY) basis at Rs 107.07 crore, while net profit rose 15 percent to Rs 9.63 crore. Earlier, marquee investors, , managed Carlenien Fund and Jagdish Master picked up Pre-Initial Public Offer (IPO) stake in Aeroflex Industries. IPO of Aeroflex is expected in near time. Along with pre-IPO capital of Rs 75 crore, total fund mobilisation would be approximately Rs 425 crore. SAT Industries has a presence in a wide range of activities such as manufacturing, global outsourcing of products and services, real estate, mining and marketing activities. Aeroflex Industries manufactures stainless steel flexible flow solutions. In April 2023, with the Securities Exchange Board of India to raise around Rs 350 crore through an initial public offering. ",2023-06-14T10:20:53+05:30,2023-07-07T13:04:24+05:30,,"Market-Moving  
Reason: The Bank of Japan's interest rate hike is a significant and unexpected change in monetary policy that can materially impact investor expectations and market behavior.",Market-Moving
"India's May WPI inflation at -3.48%, lowest in seven-and-a-half years",Moneycontrol News,Wholesale inflation data comes after the statistics ministry said on June 12 that headline retail inflation fell to a 25-month low of 4.25 percent in May,https://www.moneycontrol.com/news/business/economy/indias-may-wpi-inflation-at-3-48-lowest-in-seven-and-a-half-years-10794541.html,"India's wholesale prices sank deeper into the deflationary zone in May, data released on June 14 by the commerce ministry showed. The Wholesale Price Index (WPI) inflation fell to -3.48 percent from -0.92 percent in April, with a favourable base effect again playing a starring role. At -3.48 percent, the latest WPI inflation print is the lowest in seven-and-a-half years. The last time wholesale inflation was lower was in November 2015, when it had come in at -3.68 percent. The wholesale inflation data comes after the statistics ministry said on June 12 that . Not only did wholesale prices fall on a year-on-year basis in May - resulting in the sub-zero inflation print but they were also lower compared to April, with the all-commodity index of the WPI down 0.9 percent. This is the biggest sequential fall in the index in five months. With the base effect rather favourable, the month-on-month change in prices is looked at more closely for signs of price momentum. However, in May, all three major groups of the WPI — primary articles, fuel and power, and manufactured products — saw their indices falling from April for the first time since December 2022. Among primary articles, whose index was down 1.1 percent month-on-month, the biggest drop was in fruits (-4 percent) and vegetables (-2.6 percent). However, the index for potatoes jumped 19.2 percent, while that for eggs, meat, and fish was up 3.7 percent from April. The index of manufactured products, which accounts for nearly two-thirds of the entire WPI, edged down by 0.4 percent. Within this category, the biggest month-on-month drop was in edible oils, whose index was down 3.6 percent. At the same time, key categories such as pharmaceuticals, medicinal chemical and botanical products and fabricated metal products, except machinery and equipment, which together make up more than 5 percent of the WPI, inched up 0.4 percent and 0.6 percent from the previous month. The index for the fuel and power group was down 2.6 percent. The sharp drop in wholesale prices will be welcomed by policymakers, who have been working hard to lower inflationary pressures. A jump in input prices helped drive up Consumer Price Index (CPI) inflation last year and though they have since cooled, retail inflation has some more way to go. While the CPI inflation fell to 4.25 percent in May, the Reserve Bank of India ( before rising to 5.2 percent in January-March 2024, with the favourable base effect beginning to fade. The RBI has left the policy repo rate unchanged at 6.5 percent since April, as it waits to see the full impact of its 250 basis points worth of rate hikes. One basis point is one-hundredth of a percentage point. Although inflation has cooled down, economists see growth also taking a hit in the coming months. This may force the RBI's monetary policy committee to .",2023-06-14T12:08:21+05:30,2023-07-14T16:26:50+05:30,,"Non-Market-Moving  
Reason: The information regarding anticipated government funding is speculative and reflects expectations rather than new, unexpected data that would trigger immediate trading.",Non-Market-Moving
"GIFT Nifty to have two sessions of 21-hour duration, trading kicks off today",Moneycontrol News,"As part of Gift Nifty, NSE IX now offers dollar-denominated Nifty derivatives under the regulatory framework of the International Financial Services Center Authority (IFSCA)",https://www.moneycontrol.com/news/business/markets/nse-international-exchange-unveils-new-identity-for-gift-nifty-10823501.html,"With the start of trading from July 3 on the NSE International Exchange (NSE IX), Gift Nifty derivative contracts will be available for almost 21 hours - longer than when the SGX Nifty contracts were available on the Singapore Exchange. Nifty derivatives traded on the Singapore Exchange have been moved to NSE IX and renamed Gift Nifty. As part of Gift Nifty, NSE IX now offers dollar-denominated Nifty derivatives under the regulatory framework of the International Financial Services Center Authority (IFSCA). With the partnership between NSE IX and SGX, Gift Nifty orders from SGX members can be routed to the NSE IFSC for trading and execution with clearing and settlement handled by SGX Derivatives Clearing. Initially, Gift Nifty 50, Gift Nifty Bank, Gift Nifty Financial Services, and Gift Nifty IT derivative contracts will be available on NSE IX, and gradually other indices will be added. Injeti Srinivas, Chairperson of IFSCA, said the organization aims to develop IFSC as a global gateway for inbound and outbound international financial services. As part of the unveiling of the new identity, Ashishkumar Chauhan, MD and CEO of NSE, said Gift Nifty would be a catalyst for GIFT City to become one of the world's largest price setters. Towards promoting ease of doing business for foreign entities, IFSCA plans to implement a single-window clearance system. This single platform will make available not only IFSCA clearances, but also no-objection certificates from other domestic regulators, Srinivas said.",2023-06-20T06:58:42+05:30,2023-07-03T07:57:41+05:30,,"Non-Market-Moving  
Reason: The article does not provide any specific information or context that would indicate a significant impact on investor expectations or trading activity.",Non-Market-Moving
"Withdrawal of livestock bill a welcome move, in line with cultural heritage, RSS affiliate says",Moneycontrol News,"Ashwani Mahajan, National Co-convener of Swadeshi Jagran Manch, says whatever laws and legislations are made, we have to keep in mind not just the commerce and economics but also the cultural aspects of the same. The Department of Animal Husbandry and Dairying, on June 20, issued a memorandum withdrawing the bill.",https://www.moneycontrol.com/news/business/economy/withdrawal-of-livestock-bill-a-welcome-move-in-line-with-cultural-heritage-rss-affiliate-says-10838631.html,"The government’s decision to withdraw the proposed draft of a bill that would have eased the export of livestock is a welcome move, said Ashwani Mahajan, National Co-convener of the Swadeshi Jagran Manch. The Department of Animal Husbandry and Dairying, on June 20, issued a memorandum withdrawing the bill, after circulating it on June 7 for suggestions for over 10 days. “Whatever laws and legislations are made, we have to keep in mind not just the commerce and economics but also the cultural aspects of the same,” Mahajan, who is also a Professor at Delhi University, told Moneycontrol in an interview on June 21. “Perhaps that would have been the reason for the government to have reconsidered this.” The government has always been very receptive in understanding and acting according to the views expressed by the people at large, he said. The Live-stock and Live-stock Products (Importation and Exportation) Bill, 2023, was expected to replace the colonial era Live-stock Importation Act, 1898, and the Live-stock Importation (Amendment) Act, 2001. The new bill was aimed at framing measures for the regulation of the importation of live-stock and live-stock products as well as promotion and development of exports of livestock and live-stock products. However, during consultation, the department realised that more time is needed to understand the proposed draft and to get further suggestions. “Further, representations have been made expressing concerns on the proposed draft, involving the sensitivity and emotions with animal welfare and related aspects, and, hence, would need wider consultation,” the department said while withdrawing the bill. Mahajan echoes this sentiment. “In India, we consider all living beings, including humans, to be equal. This has been our culture,” he said. “I don’t think animal rights activists have been instrumental in this. Actually, it is the cultural heritage of our country which would have been the reason for this rethink.”",2023-06-22T14:36:43+05:30,2023-07-29T15:16:09+05:30,,"Non-Market-Moving  
Reason: The article does not provide any specific information or context that would indicate a significant impact on investor expectations or trading activity.",Non-Market-Moving
"With Rs 14.7-lakh-cr MCap, HDFC-HDFC Bank united to outgrow top 4 private, 13 PSU lenders",Moneycontrol News,"Currently, July 1 is the tentative date for the completion of the merger of HDFC Ltd with HDFC Bank. The tentative record date is July 13. Both entities are moving closer to completing all the formalities.",https://www.moneycontrol.com/news/business/earnings/with-rs-14-7-lakh-cr-mcap-hdfc-hdfc-bank-united-to-outgrow-top-4-private-13-psu-lenders-10882111.html,"Once the merger is done, the accumulated market capitalisation of and will surpass that of the top four Indian private lenders combined - , , , and - and will also exceed that of all government-owned banks put together. Today is the last day when HDFC Ltd will be trading on the bourses. The mortgage lender has a market value of Rs 5.19 trillion, while that of HDFC Bank Ltd stands at Rs 9.47 trillion. After the merger, the combined entity is likely to flaunt a Rs 14.7-trillion or $177.10-billion tag. While all 13 PSU banks have a combined market valuation of Rs 9.77 trillion, the top four private banks - ICICI Bank, Kotak Mahindra Bank, Axis Bank, and IndusInd Bank - have an accumulated worth of Rs 14.3 trillion. Read: The merged entity will also find a seat among the world's top 100 league as the 61st most valued firm. Apple now leads the group with a market cap of $3 trillion, followed by Microsoft at $2.50 trillion and Saudi Arabian Oil Co, also known as Saudi Aramco, at $2.08 trillion. Among lenders, it will become the fourth most valuable in the world. JP Morgan Chase is now the world's most valued lender with a market cap of $405 billion, followed by Bank of America ($223 billion) and Industrial and Commercial Bank of China ($223 billion). The combined HDFC entity will also outrun global banking giants such as HSBC Holdings, Bank of China, Morgan Stanley and Royal Bank of Canada. Also Read: July 1 is the tentative date for the completion of the merger of HDFC Ltd with HDFC Bank. The tentative record date is July 13. Both the entities are moving closer to completing all the formalities. Once the merger is done, HDFC Ltd shareholders will hold 41 percent in HDFC Bank. The bank will maintain a swap ratio of 25:42, so for every 25 shares of HDFC Ltd, 42 shares of HDFC Bank will be given.",2023-06-30T12:59:38+05:30,2023-07-01T10:37:04+05:30,,"Market-Moving  
Reason: The completion of the merger and its implications for market capitalization represent significant new information that could alter investor expectations and trigger trading activity.",Market-Moving
"Focus on these five sectors where capex cycle playing off, says Vinay Jaising of JM Financial",Vinay Jaising,The Indian corporate have slowly and steadily de-levered their balance sheets; and the capacity utilisation of the country is almost 74 percent.,https://www.moneycontrol.com/news/business/markets/focus-on-these-five-sectors-where-capex-cycle-playing-off-says-vinay-jaising-of-jm-financial-10879671.html,"The Indian Capex cycle is gearing up to take off. The Indian government in the Budget 2023 announced an increased impetus towards capex. Based on our estimates the capex spends by the government including the Public Sector Companies in FY2024 should increase from 4.1 percent of GDP to 4.9 percent. The overall Government share in capex is expected to grow from Rs 11.3 trillion in FY2023 to Rs 14.9 trillion in FY2024. (Source: Union Budget) The Indian corporate too have slowly and steadily de-levered their balance sheets; and the capacity utilisation of the country is almost 74 percent (Source: RBI). Most companies have been using the route of buying sick companies or merging with smaller weaker companies and increasing their capacity and hence we have not seen a trend of increased capex for the corporate world as a whole, though we have seen great pockets of growth as well. Over the last couple of years, steel players have acquired many companies under IBC (Insolvency and Bankruptcy Code) process. For example, Tata Steel acquired BSL, JSW acquired BPSL and Monnet Ispat, Vedanta acquired Electro steel and Arcelor Mittal acquired Essar Steel. Similarly, the Cement sector has witnessed consolidation and market share gains by the six largest cement companies. The market share of the top-6 companies has increased by ~10 percent in the past 10 years (FY11-21) to 55.5 percent (Source: JM Financial). Five sectors where we can witness the capex cycle playing off are a) Defence; b) Power; c) Railways; d) Water treatment and e) PLI-led Manufacturing. In the Defence sector the Indian government is following the “Atmanirbhar Bharat” or Make in Indian theme. We have witnessed a surge in defence localisation orders. Historically, the defence sector depended a lot on imports from Russia, France and China for their requirement. In the case of aircraft, we believe Indian-made aircraft share will increase from ~18 percent (from existing fleets, which are dominated by these countries) to +40 percent of new orders over the next 1-2 decades. (Source: JM Financial) The peak demand in April-May 2023 was ~220GW against 245GW of effective capacity available. There has been underinvestment in the power sector in the past. However, the government has increased its focus on adding capacity in the power sector in both thermal and renewable to meet the demand that can grow by at least 7-8 percent. (Source: Ministry of Power, JM view) Capital outlay of Rs 2.4 trillion for the Indian Railways in the Union Budget 2023-24 which is 9 times the outlay made in 2013-14. This will be spent across segments that include line additions, gauge conversion, signaling and other rail infrastructures. (Source: Union Budget) Water opportunities are significant across segments with the government focus on Jal Jeevan Mission, Namami Gange, Water treatment, irrigation, amongst others. One of the company under our coverage has a stellar Book-to-bill of 4.6x. (Source: Company, JM Financial) Manufacturing undergoing a policy-driven structural shift. Organic Policy Initiatives like PLIs, Competitive taxation regimes for new manufacturing facilities (15 percent) and China+1 have been the key drivers of growth momentum in electronics manufacturing. While business opportunities are large as just the demand from import substitution can drive 25 percent+ Revenue growth, the key challenge is to manage growth constraints to scale up. The industry is expected to grow at 25 percent+ CAGR for the next 3-5 years. For e.g industry estimates suggest, the Indian non-consumer, industrial electronics have a market size of ~Rs 800 billion, but Indian companies make only ~Rs 100 billion. India has the advantage of low labour cost for the next 10-15 years. (Source: Company, Industry Estimates)",2023-07-01T07:06:22+05:30,2023-07-01T07:06:22+05:30,,"Non-Market-Moving  
Reason: The information regarding the government's capex plans is likely already priced in and reflects routine budget announcements rather than new, unexpected developments.",Non-Market-Moving
"Daily Voice | Underperforming bluechip stocks to lead next rally of Nifty to 20,000, says Amit Jain of Ashika Global",Sunil Shankar Matkar,"The Indian stock market is in a structural bull run at least for next 3 to 5 years, any correction in the market is a buying opportunity for long term investors.",https://www.moneycontrol.com/news/business/markets/daily-voice-underperforming-bluechip-stocks-to-lead-next-rally-of-nifty-to-20000-says-amit-jain-of-ashika-global-10886341.html,"Amit Jain, Co-founder of Ashika Global Family Office Services, predicts that Nifty will soar to 20,000 in the near future, driven by the underperforming blue-chip stocks that are poised for a comeback. He believes the Indian stock market is in a structural bull run at least for the next 3 to 5 years. Hence, any correction in the market is a buying opportunity for long-term investors, he advised. As for the investment, Jain says, ""as of today, in export-oriented sectors you will find a lot of companies are trading below their fair value and now it is a good time to start accumulating these stocks at attractive valuations."" Notably, Amit Jain has 18 years of experience in the Indian banking & financial services industry. In my last interview with you in , I said Nifty will touch 19,000 by the middle of the current calendar year, which is a reality today. I made that prediction on February 2023 when the world was gloomy and in our close circle of investors, they were talking that Nifty will go down to 16,000 which has been proved wrong. For a very long time I have been saying that the Indian stock market is in a structural bull run at least for the next 3 to 5 years, any correction in the market is a buying opportunity for long-term investors. In my view, this rally -- Nifty at 19,000 -- will continue as most of the blue-chip stocks, that have underperformed till date, will lead the next rally of Nifty to 20,000 very soon. If you ask me the only risk factor for global markets will be escalated geo-political risk and sustained higher inflation for the next 1 year, this situation may create stagflation in European markets which may impact the global currency market and global economies adversely in the medium term. However, it will have the least impact on the Indian economy and the Indian stock market. Also read: We have been answering this question for the last 5 years and the answer remains the same, yes, we are expensive for the rightful structural strength of the Indian economy. As of now, we are trading at a 60 percent premium valuation compared to other emerging markets but in the long run, we still believe Indian investors will multiply their money many folds even from current levels. Till June 30, 2023, we preferred domestic themes over export-oriented themes but from tomorrow we may be investing in very selected export-oriented themes, where we believe that the price correction is over. Also read: As of today, in export-oriented sectors, you will find a lot of companies are trading below their fair value and now it is a good time to start accumulating these stocks at attractive valuations. Yes, I believe that in the near future, only those IT companies will create the next multibagger stocks whose underlined business model will be artificial intelligence. In the Indian stock market, we have very limited opportunities for such kinds of stocks hence investors must invest in these companies where some of them are surely going to be the upcoming Infosys and TCS keeping the next 20 years in mind. From my standpoint, if Nifty sustains above 18,000 for next 3 months, then you will see a lot of IPOs in Indian stock market. Also read: In this day and age whenever we speak to the promoters of any unlisted companies, they express their interest for unlocking their value of their businesses by listing on Indian Stock Market. This momentum of listing will gain attraction once Nifty sustains for its 200 DMA at least for next 3 months. I think in my judgement it is an excellent decision by SEBI for Indian investors. Now the IPO listing time has been reduced from 6 days to 3 days which is a pleasant surprise for traders and investors as now they can rotate their capital in a much more efficient way and may create alpha on their capital investments.",2023-07-01T07:56:06+05:30,2023-07-01T07:56:06+05:30,,"Non-Market-Moving  
Reason: The article presents a personal prediction and opinion on market trends without new, unexpected information that would materially change investor expectations.",Non-Market-Moving
